GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Years_Employed,Churn_Probability
F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Unknown,2,0,25.0,4,0.07726047486973621
M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,4,0,47.0,1,0.7519857929126272
M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Managers,1,0,28.0,3,0.4157430711070347
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,0,49.0,10,0.45447734442590076
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,41.0,8,0.33050868372704073
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,49.0,4,0.6749568418754196
F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,57.0,0,0.51948875663635
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2,0,48.0,3,0.7271780300901379
M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,0,59.0,1,0.6433502286112737
F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,1,0,0,0,Sales staff,3,0,42.0,6,0.6350245604267148
F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,57.0,0,0.577469559625502
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,0,39.0,0,0.4859031464086709
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,38.0,5,0.2770262912481671
F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,2,0,53.0,32,0.022780199266463866
M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,0,46.0,9,0.28761386717386056
M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,0,43.0,15,0.11980295973446552
F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,41.0,9,0.4639845365238882
F,Y,Y,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,1,Laborers,3,0,46.0,1,0.29783638931218087
F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,0,37.0,8,0.25047556178033775
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,67.0,0,0.740153502231101
M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Managers,3,0,27.0,1,0.3147377266741606
M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,0,28.0,0,0.5808912946238719
F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3,0,55.0,22,0.11932674739754373
F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4,0,39.0,19,0.1701321924483978
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3,0,33.0,5,0.5100277126376492
F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,66.0,0,0.6145187962935444
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,-0.0,0,0.24439483454067865
F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Unknown,2,0,55.0,0,0.8527637372670227
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,0,34.0,0,0.6578384828181326
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,62.0,6,0.5379630855455677
F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2,0,47.0,4,0.46046031125171566
M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,0,44.0,3,0.5563113084989012
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,63.0,0,0.3958777095064752
M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1,0,47.0,0,0.5389184758000872
M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,33.0,2,0.46550825040888905
M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,3,0,34.0,3,0.35041649904701566
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Unknown,1,0,52.0,1,0.9130801275016285
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,28.0,6,0.33243374196765907
F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,38.0,20,0.14985095254449907
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,37.0,4,0.48567819155593106
F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,28.0,2,0.38238572238347635
M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,60.0,0,0.5917874881105701
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,41.0,9,0.21719588616669
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,27.0,5,0.16028410935271944
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2,0,28.0,3,0.49922003009454774
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,Laborers,1,0,44.0,5,0.8136582672376655
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,2,0,30.0,4,0.0026895415481302536
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,48.0,0,0.7288509684749708
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,4,0,33.0,0,0.3553487201644577
F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,3,0,51.0,0,0.5485266856213393
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,1,0.5130011644089028
M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Laborers,2,0,37.0,5,0.554638736177538
M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Drivers,4,0,43.0,6,0.5530568003135514
M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Unknown,3,0,49.0,10,0.36141909547923645
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Cooking staff,3,0,31.0,4,0.30363631642692396
F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,51.0,8,0.38001990649193307
F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Unknown,1,0,59.0,0,0.6440766003728577
F,N,N,3,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,5,0,37.0,9,0.3466393045336211
F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Core staff,1,0,33.0,0,0.5566883691300941
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Managers,2,0,54.0,1,0.7222346335297022
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,41.0,3,0.6138309481295985
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,52.0,0,0.5284374107974418
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,0,57.0,23,0.12152282172192842
F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Core staff,1,0,48.0,5,0.5988589643478721
F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,24.0,3,0.24787045728171805
M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,5,0,39.0,9,0.4800496835942697
F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,2,0,28.0,8,0.13170870250032357
F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,51.0,29,0.07587679151201711
F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,1,0,0,0,Unknown,1,0,55.0,0,0.614953480163842
M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,37.0,17,0.2972572565953636
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.5928965093700747
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Low-skill Laborers,2,0,53.0,11,0.38302119969090925
M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Drivers,1,0,38.0,4,0.42736898207679863
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,4,0,31.0,0,0.46888244016796937
F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,56.0,18,0.35933957299385516
F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,48.0,4,0.5246043014470407
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,41.0,8,0.5001493798327545
M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,4,0,40.0,10,0.401963433850911
M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,55.0,4,0.7456689728076854
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,66.0,0,0.4184884481837269
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,0,27.0,4,0.42399715127577836
F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,1,1,0,0,Cleaning staff,4,0,30.0,12,0.11181983209006957
F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,3,0,43.0,2,0.3672156112306139
M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,6,0.5981328195852516
F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Secretaries,3,0,29.0,9,0.00022058388499163138
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.5514334019255611
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,29.0,6,0.6331014503901108
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,36.0,2,0.5711878908615907
F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,6,0.2755732036202021
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Cooking staff,2,0,49.0,31,0.29520489767399255
M,Y,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Unknown,1,0,28.0,1,0.4031877715586031
M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Laborers,2,0,22.0,2,0.6734209705071847
F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,38.0,16,0.20497520087368012
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,58.0,1,0.7839810091108618
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Laborers,1,0,33.0,1,0.46908541692877515
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,41.0,6,0.2224392139591626
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Medicine staff,2,0,47.0,10,0.16051607224204956
F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,36.0,5,0.3255153773787024
M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Managers,2,0,59.0,2,0.8109618923536712
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,52.0,9,0.4779888918498649
F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1,0,52.0,6,0.3126508371826139
F,N,N,2,193500.0,Working,Higher education,Married,With parents,1,1,1,0,Unknown,4,0,41.0,20,0.06849996827018483
M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,3,0,23.0,2,0.35202043131638605
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,61.0,0,0.6276158310476239
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,3,0,47.0,3,0.39269868751448483
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,50.0,7,0.4525439884432462
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,42.0,1,0.30487794727549794
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Unknown,2,0,28.0,7,0.7484046884593564
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Private service staff,2,0,31.0,3,0.0045182265027891464
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,0,33.0,10,0.2827173939071735
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,0,37.0,6,0.19665133939386573
M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3,0,37.0,14,0.5723164410771812
F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,-0.0,0,0.2180551270076499
M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,Laborers,1,0,38.0,10,0.6373085306030866
M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,31.0,13,0.07835741094547134
F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,57.0,31,0.05950405412105048
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,48.0,15,0.28558237323106184
F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,40.0,1,0.7013172112904639
F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.4592182510734228
M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Unknown,3,0,41.0,4,0.5233782486987882
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,0,45.0,3,0.4565423163712963
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,3,0,27.0,0,0.44511596241980095
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3,0,40.0,4,0.18420935216079587
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,43.0,15,0.29654742015565155
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,66.0,0,0.42753732638397407
M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,0,44.0,4,0.5534894983551677
F,Y,N,0,166500.0,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Managers,1,0,31.0,8,0.20981237682839457
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,49.0,8,0.30411201677011035
M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,1,1,1,0,Core staff,1,0,45.0,23,0.4421357696890123
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1,0,61.0,0,0.657070276365477
F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,1,Laborers,2,0,25.0,0,0.4889059082742116
F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Sales staff,2,0,36.0,1,0.7173206255304433
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,2,0,62.0,0,0.6602738712863355
F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.4690978582479993
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.5604504403152859
M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,67.0,0,0.6469955265760453
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,0,43.0,3,0.3757917554664505
M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,25.0,0,0.48550960367205737
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Unknown,1,0,32.0,2,0.5076061566878995
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,0,63.0,14,0.17738713514122267
F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,26.0,0,0.49767964772285556
M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,1,0,0,0,High skill tech staff,4,0,29.0,4,0.06770409592611128
F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,1,1,0,0,Unknown,2,0,33.0,8,0.09543463019045613
F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,0,52.0,5,0.16189249719484725
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,42.0,3,0.5935226281479856
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3,0,51.0,4,0.7240312310737649
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.5605857246278665
F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,1,0,43.0,15,0.23686111236856147
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Low-skill Laborers,2,0,45.0,1,0.6178600171620956
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,61.0,35,0.06465304869731321
F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,0,41.0,0,0.5392202593533165
F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,1,0,1,0,High skill tech staff,2,0,44.0,1,0.781680248387686
M,Y,Y,0,495000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Cooking staff,1,0,39.0,14,0.7226822181438358
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,37.0,19,0.23588001396123953
M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,30.0,1,0.5954036334579177
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cleaning staff,2,0,52.0,18,0.08524924275662542
M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,0,34.0,6,0.19912244162568676
F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,0,24.0,3,0.24787045728171805
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.5578392441489174
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,36.0,14,0.16659524972475387
M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,43.0,9,0.3591755767665758
F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1,0,50.0,6,0.7015901949319024
M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,24.0,0,0.19699012585853568
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,53.0,17,0.20144754327195566
F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,46.0,11,0.41853184740230925
F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,51.0,18,0.38610087799862564
F,N,Y,0,112500.0,Working,Higher education,Married,With parents,1,0,0,0,Core staff,2,0,25.0,2,0.21637874876449317
F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,1,1,1,0,Laborers,2,0,28.0,5,0.7073136077803875
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,42.0,2,0.2773948884505472
F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Unknown,2,0,25.0,4,0.07726047486973621
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,0,44.0,16,0.4117241098890301
M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,1,0,0,Unknown,1,0,27.0,4,0.4365586642888044
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Managers,1,0,27.0,0,0.3595884212550304
F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,50.0,19,0.22457345490444472
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.6235212078917123
F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,1,0,Unknown,3,0,31.0,1,0.1628029497334375
F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,4,0,33.0,3,0.11648566362853317
F,N,N,1,387000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Unknown,3,0,41.0,1,0.6302610077306146
F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,56.0,0,0.5344847601939747
F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,40.0,8,0.46970522957023486
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2,0,46.0,0,0.5050429458027829
F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,3,0,37.0,2,0.23703202075095753
M,Y,Y,1,810000.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,1,0,0,0,Security staff,3,0,49.0,9,0.8300429886559382
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,1,0,1,1,Core staff,2,0,27.0,1,0.4371152194012297
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.5986129611617576
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,3,0,44.0,10,0.16578542331583307
M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,3,0,55.0,14,0.19022000713030904
F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,1,0,1,0,Unknown,2,0,55.0,0,0.5673679587328302
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,0,56.0,35,0.03410910342197939
M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3,0,42.0,0,0.5358762294143818
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,46.0,15,0.15969209236486578
F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Unknown,2,0,43.0,18,0.15955292501038273
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,37.0,15,0.22089363882660612
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,0,54.0,0,0.6214775167240946
M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,0,40.0,0,0.5006751299761676
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.617284583708812
F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Private service staff,3,0,43.0,24,6.612942723960923e-05
M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Unknown,1,0,61.0,0,0.728612495018639
F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,1,0,0,1,Core staff,3,0,44.0,2,0.8468676388356955
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Secretaries,2,0,54.0,21,0.0015399928514039836
